<<<<<<< HEAD
kills,rand,cum_sum,mean
8,0.28083775494986096,30955,5.537567084078712
1,0.28093406897670314,30956,5.53675549991057
10,0.28114589727521266,30966,5.53755364806867
6,0.28117305735928044,30972,5.537636331128196
8,0.2812568721786416,30980,5.538076510547015
7,0.28127657070522594,30987,5.538337801608579
2,0.2813956847901664,30989,5.537705503931379
0,0.28145607691744856,30989,5.536716097909594
4,0.281471091810109,30993,5.536441586280815
4,0.2815019216570447,30997,5.536167172709413
0,0.2815656647620549,30997,5.535178571428571
2,0.28157056614232134,30999,5.534547402249598
4,0.28161210863386077,31003,5.534273473759372
1,0.2817218825384117,31004,5.533464215598786
6,0.28178093773188495,31010,5.533547466095646
3,0.28178376350633205,31013,5.533095450490634
6,0.2818464807509574,31019,5.533178737067428
3,0.28188059677911315,31022,5.532726948457285
0,0.2818836098960289,31022,5.531740370898716
2,0.282002746305812,31024,5.531110714922446
8,0.2822555828922746,31032,5.531550802139037
9,0.28229323024466424,31041,5.53216895384067
1,0.2823311103679087,31042,5.531361368496079
4,0.2824024140781023,31046,5.531088544450383
0,0.2826099174772293,31046,5.530103313145707
13,0.2826117913210938,31059,5.531433659839715
1,0.2826821885458146,31060,5.530626780626781
16,0.28270895271466034,31076,5.532490653373687
2,0.2827539586845105,31078,5.5318618725525095
4,0.2828283952173739,31082,5.531589250756363
7,0.2829048171935058,31089,5.531850533807829
7,0.28290723138650253,31096,5.5321117238925455
1,0.2829478182344394,31097,5.531305585200996
11,0.2830211200801841,31108,5.5322781433398545
4,0.28309352555623946,31112,5.532005689900426
6,0.2831133380541627,31118,5.532088888888889
10,0.28317835660716717,31128,5.532883043014575
9,0.2831823487596319,31137,5.533499200284344
13,0.28320686568904896,31150,5.534825870646766
9,0.2832309943040707,31159,5.53544146384793
8,0.28325356914288424,31167,5.535879218472469
3,0.2832771361227723,31170,5.535428875865743
4,0.2833296577900982,31174,5.53515625
0,0.2833942167592651,31174,5.534173619740813
11,0.28348549764932784,31185,5.535143769968051
0,0.28351731324317697,31185,5.53416149068323
3,0.28358085996597493,31188,5.533711852377572
9,0.28359161476945693,31197,5.534326769558276
0,0.2836735098654972,31197,5.533345157857396
4,0.28369908507562247,31201,5.533073239936159
8,0.2838134296097702,31209,5.533510638297872
3,0.28385619363398495,31212,5.533061513915972
2,0.2838885159783183,31214,5.532435306628855
1,0.2839014135427512,31215,5.531632110579479
2,0.2839340741576817,31217,5.531006378454997
17,0.2839543233493278,31234,5.53303808680248
1,0.2840658779549632,31235,5.532235210768686
3,0.284094606447598,31238,5.531786789445723
7,0.28409719775647757,31245,5.532046742209632
4,0.2841043001330642,31249,5.531775535493008
11,0.2841535159624451,31260,5.532743362831859
0,0.28415531281355444,31260,5.531764289506282
13,0.28419564401738096,31273,5.533085633404105
0,0.28419950277242034,31273,5.532106845922519
6,0.2842041237343438,31279,5.532189600282986
1,0.284231613698378,31280,5.531388152077807
5,0.28427671218468265,31285,5.531294200848656
19,0.2842934838400776,31304,5.533675092805374
9,0.28429590075255606,31313,5.53428773418169
13,0.28443741841382186,31326,5.535606997702774
7,0.28459934391943353,31333,5.535865724381625
2,0.2847011081677173,31335,5.535241123476418
0,0.2848690546508428,31335,5.53426351112681
5,0.28491746958667175,31340,5.534169168285361
5,0.2849247783691403,31345,5.534074858757062
9,0.284951800268088,31354,5.53468667255075
11,0.28512582075799575,31365,5.535651253088599
3,0.28513796934828495,31368,5.535203811540498
1,0.28524072483509433,31369,5.534403669724771
9,0.2852645943801716,31378,5.5350149938260715
1,0.28527756957756,31379,5.534215167548501
0,0.2853489689248059,31379,5.533239287603597
3,0.28536193630272755,31382,5.532792665726375
6,0.2853795333865702,31388,5.532875022034197
3,0.2854159182175593,31391,5.532428621783574
3,0.28543327498676496,31394,5.531982378854625
2,0.2854651398492887,31396,5.531360112755461
0,0.2855569586114547,31396,5.530385767130527
14,0.28557359074311284,31410,5.531877421627334
0,0.28558348372283116,31410,5.530903328050713
2,0.2856602751796734,31412,5.530281690140845
2,0.2857545247876285,31414,5.5296602710790355
5,0.2857713116172408,31419,5.529567053854277
10,0.28590922424394494,31429,5.530353686433222
12,0.2859318720994578,31441,5.531491907107671
2,0.28596468203898184,31443,5.530870712401056
13,0.2860245677631419,31456,5.532184312346113
2,0.2860719273186616,31458,5.531563214348514
2,0.2860743651217208,31460,5.5309423347398035
10,0.2860981806265612,31470,5.531727895939532
2,0.28619953045570024,31472,5.5311072056239015
8,0.2861995705336018,31480,5.531541029696011
9,0.28622845507975936,31489,5.532150386507379
4,0.28623499619402026,31493,5.531881257684876
4,0.28630114545668184,31497,5.531612223393045
1,0.2863111598306731,31498,5.530816505706761
3,0.28632935272879123,31501,5.530372191011236
10,0.2863509601188119,31511,5.531156749166228
7,0.2863742113579988,31518,5.531414531414532
2,0.2863832385139674,31520,5.530794876294086
10,0.286410342481657,31530,5.531578947368421
4,0.2864207650634919,31534,5.531310296439221
0,0.28643799610626486,31534,5.53034023149772
6,0.28646956459468,31540,5.530422584604594
2,0.28650919181948675,31542,5.529803646563815
1,0.2865694330030264,31543,5.529009640666082
2,0.28659910768435704,31545,5.528391167192429
2,0.28660265228349346,31547,5.527772910460838
1,0.28661367501588997,31548,5.52697967764541
6,0.2866963152055171,31554,5.52706253284288
10,0.28674527828837393,31564,5.52784588441331
12,0.2867713944540855,31576,5.528979163018736
0,0.28678555231104175,31576,5.528011204481793
19,0.28684675220842426,31595,5.530369333099947
4,0.28686551368242785,31599,5.530101505075254
2,0.2869074718617939,31601,5.529483814523185
14,0.2869149100421631,31615,5.530965710286914
2,0.2869382885161599,31617,5.530348084659787
5,0.28701520804829406,31622,5.530255334032879
3,0.28707198768064646,31625,5.529812904353908
8,0.2870783383553088,31633,5.530244755244755
0,0.2871086080124785,31633,5.529278098234574
13,0.2871605854603685,31646,5.5305837119888155
4,0.28716750147381254,31650,5.53031626769177
0,0.28723546025632396,31650,5.529350104821803
6,0.28724585023566496,31656,5.529432314410481
2,0.2872884999322445,31658,5.528815927348934
7,0.28731340680287853,31665,5.529072812991095
13,0.28731462718910095,31678,5.530377094972067
13,0.28732365428055695,31691,5.531680921626811
3,0.2875200699483569,31694,5.531239092495637
2,0.28758270006980147,31696,5.530622927935788
2,0.28776037177348923,31698,5.530006978367062
6,0.2878214651974731,31704,5.530088958660388
2,0.28785228176926314,31706,5.529473317056156
10,0.28791821729233336,31716,5.53025283347864
5,0.28816624353453624,31721,5.5301603905160395
11,0.2881892849748616,31732,5.5311138225553425
0,0.2882025431771812,31732,5.530149878006274
6,0.28822855996157204,31738,5.530231747691236
4,0.2882691923898364,31742,5.529965156794425
1,0.2882800096919078,31743,5.529176101724438
4,0.28847130636920626,31747,5.528909787530477
10,0.2885286946663972,31757,5.52968831621104
2,0.28856489697223364,31759,5.5290738161559885
9,0.28857372736265763,31768,5.529677980852916
0,0.2885786510731757,31768,5.528715628263139
4,0.288582826136333,31772,5.52844962589177
2,0.28860163165806907,31774,5.527835768963118
4,0.28864069113680224,31778,5.527570012176031
10,0.28865600659113244,31788,5.528347826086956
5,0.2886688568025302,31793,5.528255955486002
0,0.28871748542099107,31793,5.527294853963839
9,0.28877010795325,31802,5.527898487745524
0,0.2890279923645831,31802,5.526937782412235
6,0.2890840959950637,31808,5.527019982623806
6,0.2890890899849883,31814,5.527102154273801
0,0.2891921334604737,31814,5.526142087893
1,0.28934134381615395,31815,5.525356026398055
3,0.2893768544091134,31818,5.524917520402847
10,0.28940948647319575,31828,5.5256944444444445
14,0.28945999372981646,31842,5.527165422669675
7,0.28946764545275216,31849,5.527421034363068
4,0.28953498870958183,31853,5.5271559951414195
1,0.2896283668974404,31854,5.526370575988897
8,0.2896402161894752,31862,5.526799653078925
3,0.28969948337898865,31865,5.526361429066944
6,0.28990155362606596,31871,5.526443558175828
4,0.29000370552447785,31875,5.52617891816921
3,0.29002827900190287,31878,5.5257410296411855
12,0.2901837551156564,31890,5.52686308492201
14,0.29019015558256445,31904,5.528331311731069
0,0.2902122628350208,31904,5.527373527373527
6,0.2903352798499782,31910,5.527455395808072
2,0.290381535463366,31912,5.526844475233807
1,0.29040785036656214,31913,5.526060606060606
12,0.2904597893947364,31925,5.527181440443213
11,0.29046893526047113,31936,5.5281287865674225
11,0.29060437442861187,31947,5.529075804776739
10,0.29060558568392847,31957,5.529849454922997
7,0.29062710188469687,31964,5.530103806228373
6,0.29074641220508757,31970,5.530185089084934
1,0.29078178262970966,31971,5.529401591144932
8,0.2909767654119306,31979,5.529828808576863
4,0.290991897473573,31983,5.529564315352697
12,0.2910296340443329,31995,5.530682800345722
3,0.2910372842801022,31998,5.53024541997926
30,0.2910607383706867,32028,5.534473820632452
0,0.29110033033360516,32028,5.533517622667588
1,0.2911167591354812,32029,5.532734496458801
5,0.2911226282772197,32034,5.532642487046632
6,0.29120316006259817,32040,5.532723191158695
9,0.29124066583544295,32049,5.53332182320442
2,0.291243721890338,32051,5.532711893664768
5,0.29128766245020377,32056,5.532619951674146
5,0.29133011871161196,32061,5.532528041415013
10,0.2913687937034666,32071,5.533298826777088
7,0.29139266322000024,32078,5.53355183715715
7,0.29145183823011034,32085,5.533804760262159
6,0.2915832097754678,32091,5.53388515261252
13,0.29180164292953237,32104,5.535172413793103
6,0.2918433695942433,32110,5.535252542665058
15,0.2918539241396799,32125,5.536883833160979
5,0.29199493432030943,32130,5.536791314837153
9,0.29224127914251974,32139,5.537388008270159
6,0.2923055290563973,32145,5.537467700258398
1,0.2924403018920446,32146,5.5366861867034105
9,0.2924482215221694,32155,5.537282589977613
15,0.29251755251828426,32170,5.538911845730028
8,0.29260524562993073,32178,5.539335513857806
0,0.29263910559117157,32178,5.538382099827883
2,0.29266761854238255,32180,5.5377731887799
9,0.2928791347001326,32189,5.5383688919476946
1,0.29301996038336886,32190,5.537588164458971
4,0.2930322891152193,32194,5.537323701410389
2,0.29310959509016576,32196,5.536715391229579
8,0.2931911406016542,32204,5.537138927097661
9,0.2931970000081092,32213,5.537734227264913
2,0.29323027625632025,32215,5.537126160192506
6,0.2932525673327149,32221,5.537205705447671
16,0.29331632198729074,32237,5.539003436426117
6,0.2933219481470395,32243,5.539082631850198
0,0.2933945361476413,32243,5.538131226382687
3,0.2934546271210866,32246,5.537695346041559
4,0.2935665372195756,32250,5.537431318681318
7,0.29360501993479815,32257,5.537682403433476
4,0.29360535669660937,32261,5.537418468932372
10,0.29361259196995015,32271,5.53818431439849
18,0.29361609648464226,32289,5.540322580645161
5,0.29363512173170025,32294,5.540229885057471
2,0.2936380265284545,32296,5.539622641509434
4,0.29367156597903477,32300,5.539358600583091
2,0.2936732240825116,32302,5.538751714677641
6,0.29374617765335165,32308,5.538830790330876
0,0.2937782320282396,32308,5.537881384984574
6,0.29383342551849767,32314,5.53796058269066
9,0.2939060642037439,32323,5.538553803975326
2,0.29394827793659284,32325,5.537947575809492
1,0.29401026262810337,32326,5.537170263788969
0,0.2940790493172102,32326,5.5362219558143515
11,0.29411280438834997,32337,5.5371575342465755
6,0.2942467846899578,32343,5.53723677452491
9,0.2942746215943387,32352,5.53782951044163
13,0.2942823655363067,32365,5.5391066233099435
0,0.29433210366463114,32365,5.5381587953456535
2,0.2943393986120437,32367,5.537553464499572
18,0.2943807519694748,32385,5.5396852548751285
2,0.2943985265631227,32387,5.539079870018813
9,0.29441576880448994,32396,5.539671682626539
6,0.29441600430574166,32402,5.539750384681142
6,0.29450039022633845,32408,5.53982905982906
0,0.2945152477234756,32408,5.538882242351734
6,0.294542403249192,32414,5.538961038961039
6,0.2945424859593655,32420,5.539039808645139
7,0.2945741808701803,32427,5.53928937478647
3,0.2946143449338372,32430,5.538855678906917
2,0.29464870012622446,32432,5.538251366120218
7,0.29465954772310265,32439,5.538500939047294
13,0.2947768461178577,32452,5.539774667121884
0,0.2947847315832983,32452,5.5388291517323776
2,0.29479051527904787,32454,5.538225255972696
0,0.2947996745715017,32454,5.537280327589149
9,0.2948594267076715,32463,5.537871033776868
8,0.2949382740907023,32471,5.538290977315367
8,0.2950347375390687,32479,5.538710777626194
6,0.295049458175939,32485,5.538789428815004
2,0.29508254737142414,32487,5.5381861575179
3,0.29513814276547545,32490,5.537753536730867
1,0.29513857798656684,32491,5.536980231765508
11,0.2951608274435319,32502,5.5379110581018915
7,0.29525737735452606,32509,5.538160136286201
11,0.2952631677187687,32520,5.539090444557997
15,0.2953375553756631,32535,5.540701634877384
1,0.29540301846373784,32536,5.539928486293206
8,0.29543404113378213,32544,5.540347293156282
7,0.2954419140527311,32551,5.540595744680851
2,0.29555961055407165,32553,5.53999319264806
8,0.29565380262265073,32561,5.540411774714991
4,0.2957012933720521,32565,5.540149710785982
3,0.2957979531351085,32568,5.539717639054261
4,0.29587477509811755,32572,5.539455782312925
3,0.29593349586467144,32575,5.539023975514368
13,0.2959378149139207,32588,5.540292417545053
4,0.2959427046002757,32592,5.54003059663437
0,0.2959431391911549,32592,5.539089055064582
5,0.2960016879994487,32597,5.538997451146984
3,0.2960425912247414,32600,5.538566089024805
5,0.29607116537558353,32605,5.538474605062001
5,0.29619807796024644,32610,5.538383152173913
0,0.29620748924697793,32610,5.537442689760571
11,0.2962075976061219,32621,5.538370118845501
0,0.29626731980964816,32621,5.537429977932439
6,0.296273188806486,32627,5.5375084860828245
10,0.29627654763418376,32637,5.538265739012387
1,0.29633501933228323,32638,5.5374957583983715
1,0.2963721356410225,32639,5.5367260390161155
15,0.2965340477777503,32654,5.538331071913161
5,0.29661291864780603,32659,5.538239782940479
8,0.29677944038074866,32667,5.538657171922686
1,0.2968017790722466,32668,5.537887777589422
4,0.29680187336526875,32672,5.5376271186440675
11,0.29684891296182003,32683,5.538552787663108
7,0.29685738529804795,32690,5.538800406641816
3,0.29690103428615733,32693,5.538370320176182
6,0.29691062541659363,32699,5.538448509485095
2,0.29700632997828647,32701,5.537849280270957
8,0.2970148283293932,32709,5.538266169996613
18,0.29705966196399847,32727,5.540375825292027
8,0.29710094377887897,32735,5.540792146242383
1,0.29711475471237514,32736,5.540023692672195
9,0.29718508747666916,32745,5.540609137055838
3,0.2972095130786405,32748,5.540179326679073
0,0.29729030230051845,32748,5.539242219215156
7,0.2973717058056967,32755,5.5394892609504485
9,0.29748541859813804,32764,5.5400743997294555
10,0.2975093779410618,32774,5.540828402366864
10,0.29759910469387185,32784,5.54158215010142
4,0.2976098468884668,32788,5.541321615683623
2,0.2976223192695583,32790,5.540723217303143
6,0.2976830023056849,32796,5.540800810947795
3,0.2977924944834506,32799,5.540371621621621
2,0.2978095281544223,32801,5.539773686877217
10,0.29781891703909946,32811,5.540526849037487
6,0.29808145232281236,32817,5.540604423434071
6,0.298137349911193,32823,5.540681971640783
2,0.2981422897633613,32825,5.540084388185654
0,0.29820738403796254,32825,5.539149510631117
2,0.2982724907170399,32827,5.538552387379787
0,0.2983236690882388,32827,5.537618083670715
0,0.298329579653828,32827,5.536684095125653
11,0.298329678341241,32838,5.537605396290051
9,0.29833286207980036,32847,5.538189175518462
3,0.29836500809143796,32850,5.53776129467296
1,0.29836777003549464,32851,5.536996460475308
4,0.29838545285433205,32855,5.536737445230873
4,0.2984536024613387,32859,5.53647851727043
2,0.2985189626581758,32861,5.535882749326146
5,0.2985657272865705,32866,5.535792487788445
9,0.29865097071798696,32875,5.536375884136072
10,0.29865461644245983,32885,5.53712746253578
6,0.29873598267191914,32891,5.537205387205387
4,0.2987495979237136,32895,5.536946641979465
3,0.2988441940277303,32898,5.5365196903399525
0,0.29893017456888593,32898,5.535588086824836
4,0.2990953081095076,32902,5.535329744279946
5,0.299095313529791,32907,5.535239697224559
7,0.299107569045697,32914,5.53548604103599
4,0.29918785511722257,32918,5.535227845972759
2,0.29927773768648047,32920,5.534633490248823
3,0.2993620910821835,32923,5.534207429820138
11,0.29936518723750916,32934,5.5351260504201685
7,0.29949209949524547,32941,5.535372206351874
0,0.2995433876481479,32941,5.534442204301075
3,0.29954535855608644,32944,5.534016462287922
0,0.29955319828884797,32944,5.533087000335908
2,0.2995930142753247,32946,5.532493702770781
7,0.2996731215678943,32953,5.532740094022834
0,0.29972725936053735,32953,5.53181131442001
0,0.29974850367065353,32953,5.530882846592816
14,0.29978293360920594,32967,5.532304077865414
0,0.2997833320167934,32967,5.5313758389261745
14,0.2998175992575852,32981,5.532796510652575
2,0.29993173223786973,32983,5.532203958403221
6,0.2999927340714752,32989,5.5322824081838
7,0.3000430552875568,32996,5.53252850435949
3,0.3000850988201925,32999,5.532103939647946
13,0.30019171657478716,33012,5.5333556821991285
8,0.30021058599235495,33020,5.533769063180828
0,0.30021927035253615,33020,5.5328418230563
5,0.30022982951152877,33025,5.5327525548668115
6,0.3002381345117271,33031,5.53283082077052
7,0.30024422068799117,33038,5.533076536593535
2,0.3002942535723664,33040,5.532484929671802
4,0.30030638335347726,33044,5.532228360957642
2,0.30031010953922677,33046,5.5316370940743225
10,0.3004026959004874,33056,5.5323849372384934
1,0.3004038205433349,33057,5.531626506024097
2,0.300478295011511,33059,5.531035636606993
3,0.3005105470920457,33062,5.530612244897959
1,0.300644372721258,33063,5.529854490717511
15,0.3007247240522771,33078,5.531438127090301
4,0.30076173548020513,33082,5.531182076575823
0,0.30080979958873777,33082,5.530257438983617
6,0.3009079661027968,33088,5.530335951863614
8,0.3009932264114985,33096,5.530748663101604
2,0.3011209838303872,33098,5.53015873015873
1,0.30113013916711884,33099,5.529401937854995
10,0.30116823281897076,33109,5.530148655420077
7,0.30123099203593295,33116,5.530394121576486
15,0.30123811990275395,33131,5.531975288028051
17,0.3012585247325327,33148,5.533889816360601
6,0.3014230218356636,33154,5.533967618093808
6,0.30146115243907656,33160,5.534045393858478
0,0.30157759858364164,33160,5.533121975638244
10,0.301600423348822,33170,5.533867200533868
2,0.30170004894749036,33172,5.533277731442869
13,0.3017797198785821,33185,5.534523015343562
0,0.3018228227866748,33185,5.533600133400033
11,0.3018748071189843,33196,5.5345115038346115
0,0.3018768469103922,33196,5.533588931488581
2,0.30193436706798626,33198,5.533
8,0.3019860892299895,33206,5.533411098150308
9,0.3020054248909003,33215,5.533988670443185
11,0.3020729554786403,33226,5.534899217058138
6,0.30216995299758265,33232,5.534976682211859
0,0.3021706989914781,33232,5.534054954204829
6,0.3022130243658515,33238,5.534132534132534
7,0.30224220065059737,33245,5.534376560679208
1,0.30234800731466094,33246,5.5336218375499335
6,0.302375401697492,33252,5.5336994508237645
2,0.30238968310041503,33254,5.533111480865225
3,0.3025003136073401,33257,5.532690068208285
11,0.30253338279793707,33268,5.533599467731205
1,0.3026015296446827,33269,5.532845501413604
3,0.30270463417137994,33272,5.532424343199202
6,0.3027253768827588,33278,5.5325020781379886
4,0.30275264881760255,33282,5.532247340425532
1,0.30279078409253557,33283,5.5314941000498585
3,0.30281590867443064,33286,5.531073446327683
12,0.30289528365444085,33298,5.532148197374979
9,0.3030025325721336,33307,5.532724252491694
0,0.30311834147477223,33307,5.531805347948846
5,0.30315148488504584,33312,5.53171703752906
2,0.3031571769828669,33314,5.5311306657811725
0,0.3032328841524867,33314,5.530212483399734
1,0.30325933351566614,33315,5.529460580912863
16,0.3033593823750337,33331,5.531198141387321
11,0.30346680270209914,33342,5.532105525136884
1,0.3034945315710448,33343,5.531353682813537
0,0.3035435330898725,33343,5.530436224912921
15,0.30354660819830404,33358,5.53200663349917
3,0.3036229207969574,33361,5.531586801525452
5,0.30362844504241593,33366,5.531498673740053
0,0.30369082934802183,33366,5.530581800099453
0,0.3037051188016877,33366,5.529665230361286
3,0.3037391795259601,33369,5.529246064623032
6,0.3037472488310815,33375,5.529324055666004
1,0.3038032660745894,33376,5.5285737949312574
11,0.30388017309082194,33387,5.529479960251739
1,0.3038884818469326,33388,5.528729922172545
2,0.3038988263307648,33390,5.5281456953642385
5,0.3039305568453132,33395,5.528058268498593
6,0.3040007106619076,33401,5.5281363786825555
6,0.3041049377629149,33407,5.5282144630150585
5,0.30414677510376975,33412,5.528127068166777
2,0.3041809902403725,33414,5.527543424317618
3,0.304186237915822,33417,5.527125372146874
9,0.30425353286499013,33426,5.527699685794609
3,0.3042743891553986,33429,5.527281746031746
4,0.30429388101607835,33433,5.5270292610348815
1,0.30431978914065994,33434,5.526280991735537
3,0.30433938696762586,33437,5.525863493637416
14,0.30461956441695426,33451,5.527263714474554
4,0.304664105684993,33455,5.527011399306129
14,0.3046963383670691,33469,5.528410967955071
2,0.3047981577444273,33471,5.527828241123038
0,0.3048129907994449,33471,5.5269154557463676
0,0.30482937738801164,33471,5.526002971768202
4,0.304870820475993,33475,5.5257510729613735
8,0.3048974676030959,33483,5.526159432249546
6,0.3048999632729572,33489,5.526237623762376
11,0.3049045966494881,33500,5.52714073585217
2,0.3049062447367823,33502,5.5265588914549655
7,0.3049959933193608,33509,5.5268019132442685
6,0.3050454202712669,33515,5.526879947229552
2,0.3050466292792714,33517,5.526298433635614
15,0.30505245901760936,33532,5.527860204418068
10,0.30505991142557165,33542,5.528597329817043
8,0.3050775999180233,33550,5.529004614370468
2,0.3051255443808072,33552,5.528423133959466
5,0.3052627539755475,33557,5.52833607907743
8,0.305372100257718,33565,5.528743205402734
1,0.30547606207284383,33566,5.527997364953887
6,0.30550117555529643,33572,5.528075086448213
7,0.3055424561641057,33579,5.528317418505104
10,0.3055867080807144,33589,5.529053497942387
14,0.30560051771124075,33603,5.530447662936142
7,0.30565559286042854,33610,5.530689484943228
8,0.30582036900092224,33618,5.531095755182626
6,0.30590979051045386,33624,5.531172890278007
0,0.30595679202546033,33624,5.530263157894737
1,0.3059798614563546,33625,5.529518171353396
16,0.3059839114320637,33641,5.531239723775074
2,0.30603593350774516,33643,5.530659214203518
19,0.30604325936772425,33662,5.532873109796187
2,0.3060764522037116,33664,5.532292522596549
3,0.3061524217182705,33667,5.531876437725928
5,0.3061595297983388,33672,5.531789058649581
2,0.306175259087076,33674,5.531208935611038
16,0.30630475424124315,33690,5.532928231236657
0,0.3063564372717671,33690,5.532019704433497
10,0.30636409791922503,33700,5.532753242488918
1,0.30640452653008743,33701,5.532009192383454
1,0.30641837622901624,33702,5.531265386509109
6,0.3064183917588734,33708,5.531342303905481
8,0.3064827598693912,33716,5.531747333880229
14,0.30649509512176354,33730,5.533136482939632
4,0.3065317839412782,33734,5.532885025422339
6,0.30661809975588283,33740,5.532961626762873
10,0.3066243017266078,33750,5.533694048204624
6,0.3066857177068527,33756,5.533770491803279
0,0.30670184836015335,33756,5.532863465005737
6,0.3068396132509882,33762,5.532940019665683
5,0.30686831369925693,33767,5.532852695395707
17,0.30689822441411074,33784,5.534731323722149
7,0.30690931283945333,33791,5.534971334971335
8,0.306971033095089,33799,5.535375040943334
7,0.306979316817687,33806,5.535614868184051
1,0.3070054251010629,33807,5.534872298624754
0,0.3070724734306982,33807,5.533966279260108
6,0.3070872646293821,33813,5.534042553191489
6,0.30709028511896097,33819,5.534118802160039
4,0.3072145994914064,33823,5.53386780104712
3,0.30725107023693643,33826,5.533453296253885
14,0.30730833511318423,33840,5.534838076545633
2,0.3073087093229856,33842,5.53426001635323
12,0.3073137781543729,33854,5.535317200784827
11,0.30732753196942686,33865,5.5362105607323855
10,0.3073572211244264,33875,5.536940176528277
2,0.3074186052251595,33877,5.536362150678215
12,0.3074693281994707,33889,5.537418300653595
0,0.30755767797430467,33889,5.536513641561836
5,0.30762191873988576,33894,5.536426004573669
8,0.3077466585455394,33902,5.536828352114976
10,0.3077729778184767,33912,5.537557152188112
2,0.3079960304082847,33914,5.536979591836735
3,0.3080589774503296,33917,5.53656545870062
2,0.30817131316801394,33919,5.535988248735107
1,0.30820432746772985,33920,5.535248041775457
10,0.30828781685941564,33930,5.535976505139501
15,0.30832560880281656,33945,5.537520391517129
1,0.3083841100740543,33946,5.536780296852063
5,0.3084125199878167,33951,5.536692759295499
3,0.3084328194380985,33954,5.536279145605739
0,0.30844601897154555,33954,5.5353765895011415
0,0.30852943390030785,33954,5.534474327628362
7,0.30853552776056836,33961,5.534713168187745
11,0.3085624991227326,33972,5.535603715170279
1,0.3085635759771056,33973,5.53486477680026
1,0.3085914162484661,33974,5.534126079165988
1,0.3086374499571153,33975,5.533387622149837
3,0.30867662604353074,33978,5.532975085490962
6,0.3086774157714931,33984,5.533051123412569
1,0.30874655943659535,33985,5.532313202018558
16,0.3088772930160216,34001,5.534016927083333
2,0.30888348362090223,34003,5.533441822620016
19,0.3088985990465799,34022,5.535632931988285
4,0.3089830851847446,34026,5.535383113714007
9,0.30917723721207646,34035,5.535946649316851
6,0.30920192231768573,34041,5.536022117417466
5,0.30932952272667924,34046,5.535934959349594
6,0.30934979857688616,34052,5.536010404812226
0,0.3093887436175845,34052,5.535110533159948
3,0.30941262484769005,34055,5.534698521046644
6,0.3094953449804506,34061,5.534774130646734
1,0.3095495207862049,34062,5.534037367993501
7,0.30962949714687193,34069,5.534275503573749
10,0.3096838701930643,34079,5.5350008120838075
4,0.3097653277024054,34083,5.534751542708672
17,0.3098342855100391,34100,5.536613086540023
4,0.3099087022007363,34104,5.536363636363636
5,0.3099193221263309,34109,5.53627657847752
12,0.3099537383268527,34121,5.537325543654657
3,0.3099598406726033,34124,5.536913840662015
10,0.3099733239857504,34134,5.537637897469176
7,0.310051194302419,34141,5.537875101378751
10,0.31009187378148095,34151,5.538598767434317
4,0.3101260208688701,34155,5.538349278417383
2,0.3101424656380969,34157,5.537775616083009
7,0.310179778651841,34164,5.538012643864484
15,0.3101936970853305,34179,5.539546191247974
0,0.31021926943795075,34179,5.538648517258143
2,0.31024232763445037,34181,5.538075178224238
15,0.31025571016328457,34196,5.539607970192775
0,0.3102643967772253,34196,5.538710722384192
6,0.3102901430854441,34202,5.5387854251012145
0,0.31038008952427365,34202,5.537888601036269
2,0.31041285351072523,34204,5.537315849117695
3,0.31046270191088576,34207,5.53690514729686
3,0.31046893866718517,34210,5.536494578410746
12,0.3106119711449684,34222,5.537540453074434
0,0.3107086285980788,34222,5.536644555897104
7,0.3107275647206361,34229,5.536881268197994
3,0.3107763768652987,34232,5.5364709687853795
2,0.3107786840974355,34234,5.535899094437258
3,0.31081183963585657,34237,5.535489086499596
8,0.3108308770740734,34245,5.535887487875849
5,0.3109562119257431,34250,5.535800872797802
0,0.31101712153689187,34250,5.534906270200388
7,0.31104749669826137,34257,5.535142995637421
6,0.31106511847066887,34263,5.535218093699515
4,0.3110655325407845,34267,5.534970117913099
16,0.3111346595834289,34283,5.536660206718346
5,0.31115887733902703,34288,5.536573550783142
6,0.3111809277625398,34294,5.536648369389732
0,0.31118884634454025,34294,5.535754640839387
11,0.3112419243182245,34305,5.536636539703034
13,0.31124304025700134,34318,5.53784089075359
0,0.3112806556424491,34318,5.536947402387867
3,0.3114039587781747,34321,5.536538151314728
1,0.31143120526058476,34322,5.5358064516129035
7,0.31146037744489197,34329,5.536042573778423
3,0.31148084212176885,34332,5.535633666559175
9,0.31148483956793727,34341,5.536192165081412
4,0.3115007180621938,34345,5.5359445519019985
3,0.3115651475770703,34348,5.535535858178888
0,0.31162565122397645,34348,5.534643893006768
17,0.31162958146131536,34365,5.536491058482358
2,0.31167455270186095,34367,5.535921391752577
3,0.3116753817228063,34370,5.535512965050732
12,0.3117035749489162,34382,5.536553945249597
8,0.3117161747827464,34390,5.536950571566575
3,0.3117710965431303,34393,5.536542176432711
4,0.3118457783349152,34397,5.536294865604378
4,0.3118537110392805,34401,5.536047634373994
4,0.31190173768935114,34405,5.535800482703138
3,0.31194328594003096,34408,5.5353925353925355
6,0.3119809676601515,34414,5.535467267170661
10,0.3119876659842278,34424,5.536185268575105
1,0.3119945196183618,34425,5.535455861070912
8,0.31202618117937764,34433,5.535852090032154
2,0.312043534833906,34435,5.535283716444302
7,0.31213706450262546,34442,5.53551912568306
9,0.31222692571564714,34451,5.536075847661899
